N;N-Inaorig;Proband;Age;Sprache;Expression;Group;TypeDet;Type;PronNP;Character;Function
LL1159;NIO1139;B156;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1160;NIO1140;B156;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL1161;NIO1141;B156;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1162;NIO1142;B156;Adults;Mon;Die beiden Angreifer ;1;defNP;defNP;NP;Secondary;Reintroduction
LL1163;NIO1143;B156;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL1164;NIO1144;B156;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1165;NIO1145;B164;Adults;Mon;Tim, Max und der Hund Bello;1;EN | EN | defNP+EN;Name;NP;Main;Maintenance
LL1166;NIO1146;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1167;NIO1147;B164;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1168;NIO1148;B164;Adults;Mon;ihn;1;PP;Pron;Pron;Main;Maintenance
LL1169;NIO1149;B164;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1170;NIO1150;B164;Adults;Mon;Beide ;1;IP;Pron;Pron;Main;Maintenance
LL1171;NIO1151;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1172;NIO1152;B164;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1173;NIO1153;B164;Adults;Mon;Die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL1174;NIO1154;B164;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1175;NIO1155;B164;Adults;Mon;Die beide Jungs und der Hund Bello;1;defNP | defNP+EN;Name+defNP;NP;Main;Reintroduction
LL1176;NIO1156;B164;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1177;NIO1157;B164;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1178;NIO1158;B164;Adults;Mon;die beiden Figuren;1;defNP;defNP;NP;Secondary;Reintroduction
LL1179;NIO1159;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1180;NIO1160;B164;Adults;Mon;der Hund;1;defNP;defNP;NP;Main;Reintroduction
LL1181;NIO1161;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1182;NIO1162;B164;Adults;Mon;die Jungen und der Hund;1;defNP | defNP;defNP;NP;Main;Reintroduction
LL1183;NIO1163;B164;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1184;NIO1164;B164;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Maintenance
LL1185;NIO1165;B164;Adults;Mon;die beiden Jungen ;1;defNP;defNP;NP;Main;Reintroduction
LL1186;NIO1166;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1187;NIO1167;B164;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1188;NIO1168;B164;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1189;NIO1169;B164;Adults;Mon;Die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1190;NIO1170;B166;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1191;NIO1171;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1192;NIO1172;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1193;NIO1173;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1194;NIO1174;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1195;NIO1175;B166;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1196;NIO1176;B166;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1197;NIO1177;B166;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1198;GL46;B166;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1199;NIO1178;B166;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL1200;NIO1179;B166;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1201;NIO1180;B166;Adults;Mon;[auf] seinen Freund Max;1;defNP+EN;Name;NP;Main;Reintroduction
LL1202;NIO1181;B166;Adults;Mon;Die beiden ;1;defNP;defNP;NP;Main;Reintroduction
LL1203;NIO1182;B166;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1204;NIO1183;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1205;NIO1184;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1206;NIO1185;B166;Adults;Mon;den beiden  ;1;defNP;defNP;NP;Main;Reintroduction
LL1207;NIO1186;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1208;NIO1187;B166;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL1209;NIO1188;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1210;NIO1189;B166;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL1211;NIO1190;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1212;NIO1191;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1213;NIO1192;B166;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1214;NIO1193;B166;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1215;NIO1194;B166;Adults;Mon;das kleine Geschöpf;1;defNP;defNP;NP;Secondary;Reintroduction
LL1216;NIO1195;B166;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1217;NIO1196;B166;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1218;NIO1197;B166;Adults;Mon;[zu] dem größeren;1;defNP;defNP;NP;Secondary;Reintroduction
LL1219;NIO1198;B166;Adults;Mon;der;1;RP;Pron;Pron;Secondary;Maintenance
LL1220;NIO1199;B166;Adults;Mon;Dieser;1;DP;Pron;Pron;Secondary;Reintroduction
LL1221;NIO1200;B166;Adults;Mon;[hinter] ihm;1;PP;Pron;Pron;Secondary;Reintroduction
LL1222;NIO1201;B166;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1223;NIO1202;B166;Adults;Mon;der Hund von dem Tim;1;defNP+EN;Name;NP;Main;Reintroduction
LL1224;NIO1203;B166;Adults;Mon;die beiden Geschöpfe;1;defNP;defNP;NP;Secondary;Reintroduction
LL1225;NIO1204;B166;Adults;Mon;Die beiden Freunde Tim und Max;1;defNP+EN+EN;Name;NP;Main;Reintroduction
LL1226;NIO1205;B166;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL1227;NIO1206;B166;Adults;Mon;Tims Hund  ;1;defNP;defNP;NP;Main;Reintroduction
LL1228;NIO1207;B166;Adults;Mon;Die Jungs ;1;defNP;defNP;NP;Main;Reintroduction
LL1229;NIO1208;B166;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1230;NIO1209;B166;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1231;NIO1210;B166;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1232;NIO1211;B166;Adults;Mon;den Hund;1;defNP;defNP;NP;Main;Reintroduction
LL1233;NIO1212;B177;Adults;Mon;die drei Abenteurer;1;defNP;defNP;NP;Main;Reintroduction
LL1234;NIO1213;B177;Adults;Mon;[Vor] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL1235;NIO1214;B177;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1236;NIO1215;B177;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1237;NIO1216;B177;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1238;NIO1217;B177;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1239;NIO1218;B177;Adults;Mon;die beiden Jungen und ihren Hund;1;defNP | defNP ;defNP;NP;Main;Reintroduction
LL1240;NIO1219;B177;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1241;NIO1220;B177;Adults;Mon;die Jungen ;1;defNP;defNP;NP;Main;Reintroduction
LL1242;NIO1221;B177;Adults;Mon;die Oger;1;defNP;defNP;NP;Secondary;Maintenance
LL1243;NIO1222;B177;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1244;NIO1223;B177;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1245;NIO1224;B177;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1246;NIO1225;B177;Adults;Mon;Die beiden Oger ;1;defNP;defNP;NP;Secondary;Reintroduction
LL1247;NIO1226;B182;Adults;Mon;Tim und sein Hund Bello;1;EN | defNP+EN;Name;NP;Main;Maintenance
LL1248;NIO1227;B182;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1249;NIO1228;B182;Adults;Mon;Max und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL1250;NIO1229;B182;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1251;NIO1230;B182;Adults;Mon;auf die drei unerwarteten Besucher;1;defNP;defNP;NP;Main;Reintroduction
LL1252;NIO1231;B182;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1253;NIO1232;B182;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1254;NIO1233;B182;Adults;Mon;die zwei Trolle;1;defNP;defNP;NP;Secondary;Maintenance
LL1255;NIO1234;B182;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1256;NIO1235;B182;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1257;NIO1236;B182;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1258;NIO1237;B182;Adults;Mon;den zwei Fabelwesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL1259;NIO1238;B182;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL1260;NIO1239;B182;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1261;NIO1240;B182;Adults;Mon;sie ;1;PP;Pron;Pron;Secondary;Maintenance
LL1262;NIO1241;B183;Adults;Mon;die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1263;NIO1242;B183;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1264;NIO1243;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1265;NIO1244;B183;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1266;NIO1245;B183;Adults;Mon;in Begleitung ihres Hundes Bello;1;defNP;defNP;NP;Main;Reintroduction
LL1267;NIO1246;B183;Adults;Mon;die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1268;NIO1247;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1269;GL47;B183;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1270;NIO1248;B183;Adults;Mon;Die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1271;NIO1249;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1272;NIO1250;B183;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Maintenance
LL1273;NIO1251;B183;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1274;NIO1252;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1275;NIO1253;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1276;NIO1254;B183;Adults;Mon;die Gestalten ;1;defNP;defNP;NP;Secondary;Maintenance
LL1277;NIO1255;B183;Adults;Mon;sie ;1;PP;Pron;Pron;Main;Maintenance
LL1278;NIO1256;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1279;NIO1258;B183;Adults;Mon;die ;1;RP;Pron;Pron;Secondary;Maintenance
LL1280;NIO1259;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1281;NIO1260;B183;Adults;Mon;Der eine;1;defNP;defNP;NP;Secondary;Reintroduction
LL1282;NIO1261;B183;Adults;Mon;der andere;1;defNP;defNP;NP;Secondary;Reintroduction
LL1283;NIO1262;B183;Adults;Mon;die beiden Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL1284;NIO1263;B183;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1285;NIO1264;B183;Adults;Mon;die beiden Wesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL1286;NIO1265;B183;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1287;NIO1266;B183;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1288;NIO1267;B183;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1289;NIO1268;B183;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1290;NIO1269;B183;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1291;NIO1270;B185;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL1292;NIO1271;B185;Adults;Mon;den Jungen;1;defNP;defNP;NP;Main;Maintenance
LL1293;NIO1272;B185;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1294;NIO1273;B185;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL1295;NIO1274;B185;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1296;NIO1275;B185;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1297;NIO1276;B185;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1298;NIO1277;B185;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Reintroduction
LL1299;NIO1278;B185;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1300;NIO1279;B185;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1301;GL48;B185;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1302;NIO1280;B185;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1303;NIO1281;B185;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1304;NIO1282;B185;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1305;NIO1283;B185;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL1306;NIO1284;B185;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1307;NIO1285;B185;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1308;NIO1287;B185;Adults;Mon;Tim und Max;1;EN | EN ;Name;NP;Main;Reintroduction
LL1309;NIO1288;B185;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1310;NIO1289;B185;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL1311;NIO1290;B185;Adults;Mon;Der Troll und der Riese;1;defNP | defNP;defNP;NP;Secondary;Maintenance
LL1312;NIO1291;B185;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL1313;NIO1292;B185;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1314;NIO1293;B185;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1315;NIO1294;B185;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1316;NIO1295;B185;Adults;Mon;Bello;1;EN ;Name;NP;Main;Reintroduction
LL1317;NIO1296;B185;Adults;Mon;ihnen;1;PP;Pron;Pron;Secondary;Maintenance
LL1318;NIO1297;B185;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1319;NIO1298;B185;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1320;;B185;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL1321;NIO1299;B185;Adults;Mon;den großen Riesen und den Troll;1;defNP | defNP;defNP;NP;Secondary;Maintenance
LL1322;GL49;B185;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1323;GL50;B185;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1324;GL51;B185;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1325;NIO1300;B185;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1326;NIO1301;B185;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1327;NIO1302;B186;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL1328;NIO1303;B186;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1329;NIO1304;B186;Adults;Mon;Tim und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL1330;NIO1305;B186;Adults;Mon;[auf] Max;1;EN;Name;NP;Main;Reintroduction
LL1331;NIO1306;B186;Adults;Mon;dieser;1;DP;Pron;Pron;Main;Maintenance
LL1332;NIO1307;B186;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1333;NIO1308;B186;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1334;NIO1309;B186;Adults;Mon;Er;1;PP;Pron;Pron;Main;Reintroduction
LL1335;NIO1310;B186;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1336;NIO1311;B186;Adults;Mon;Freunde und Bello;1;indNP | EN;Name;NP;Main;Reintroduction
LL1337;NIO1312;B186;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1338;NIO1313;B186;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1339;NIO1314;B186;Adults;Mon;Die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1340;NIO1315;B186;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1341;NIO1317;B186;Adults;Mon;welche;1;RP;Pron;Pron;Secondary;Maintenance
LL1342;NIO1318;B186;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1343;NIO1319;B186;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1344;NIO1320;B186;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Maintenance
LL1345;NIO1321;B186;Adults;Mon;Tim, Bello und Max;1;EN | EN | EN;Name;NP;Main;Maintenance
LL1346;NIO1322;B186;Adults;Mon;die zwei gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1347;NIO1323;B186;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1348;NIO1324;B186;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1349;NIO1325;B186;Adults;Mon;Die Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL1350;NIO1326;B186;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1351;NIO1327;B186;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1352;NIO1328;B186;Adults;Mon;die Gestalten ;1;defNP;defNP;NP;Secondary;Reintroduction
LL1353;NIO1329;B186;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL1354;NIO1330;B188;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1355;NIO1331;B188;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1356;NIO1332;B188;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1357;NIO1333;B188;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL1358;NIO1334;B188;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1359;NIO1335;B188;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1360;NIO1336;B188;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1361;NIO1337;B188;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1362;NIO1338;B188;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1363;NIO1339;B188;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1364;NIO1340;B188;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1365;NIO1341;B188;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Maintenance
LL1366;NIO1342;B188;Adults;Mon;den drei Freunden;1;defNP;defNP;NP;Main;Maintenance
LL1367;NIO1343;B188;Adults;Mon;Die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1368;NIO1345;B188;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1369;NIO1347;B188;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL1370;NIO1348;B188;Adults;Mon;die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1371;NIO1349;B188;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1372;NIO1350;B188;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL1373;NIO1351;B188;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Maintenance
LL1374;NIO1352;B188;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1375;NIO1353;B188;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1376;NIO1354;B188;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL1377;NIO1355;B188;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL1378;NIO1356;B188;Adults;Mon;[Für] die drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL1379;NIO1357;B191;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL1380;NIO1358;B191;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL1381;NIO1359;B191;Adults;Mon;Tim und sein Hund Bello;1;EN | defNP+EN;Name;NP;Main;Reintroduction
LL1382;NIO1360;B191;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL1383;NIO1361;B191;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL1384;NIO1362;B191;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL1385;NIO1363;B191;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL1386;NIO1364;B191;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL1387;NIO1365;B191;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL1388;NIO1367;B191;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL1389;NIO1368;B191;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL1390;NIO1369;B191;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1391;NIO1370;B191;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL1392;NIO1371;B191;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Reintroduction
LL1393;NIO1372;B191;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL1394;NIO1373;ANBEAR;Children;Mon;Tim und Max;0;EN | EN;Name;NP;Main;Reintroduction
LL1395;NIO1374;ANBEAR;Children;Mon;sie;0;PP;Pron;Pron;Main;Maintenance
LL1396;NIO1375;ANBEAR;Children;Mon;sie;0;PP;Pron;Pron;Main;Maintenance
LL1397;NIO1376;ANBEAR;Children;Mon;Sie;0;PP;Pron;Pron;Main;Maintenance
LL1398;NIO1377;ANDAIL;Children;Mon;Tim;0;EN;Name;NP;Main;Reintroduction
LL1399;NIO1378;ANDAIL;Children;Mon;Max;0;EN;Name;NP;Main;Reintroduction
LL1400;NIO1379;ANDAIL;Children;Mon;Ø;0;NSA;null;Pron;Main;Maintenance
LL1401;NIO1380;ANDAIL;Children;Mon;sie;0;PP;Pron;Pron;Main;Reintroduction
LL1402;NIO1381;ANDAIL;Children;Mon;sie;0;PP;Pron;Pron;Main;Maintenance
LL1403;NIO1382;ANDAIL;Children;Mon;sie;0;PP;Pron;Pron;Main;Maintenance
LL1404;NIO1383;ANDAIL;Children;Mon;Max und Tim;0;EN | EN;Name;NP;Main;Reintroduction
LL1405;NIO1384;ANDAIL;Children;Mon;Ø;0;NSA;null;Pron;Main;Maintenance
LL1406;NIO1385;ANDAIL;Children;Mon;Dobby und Gollum;0;EN | EN ;Name;NP;Secondary;Reintroduction
LL1407;NIO1386;ANDAIL;Children;Mon;Ø;0;NSA;null;Pron;Main;Maintenance
LL1408;NIO1387;ANDAIL;Children;Mon;Sie;0;PP;Pron;Pron;Main;Maintenance
LL1409;NIO1388;ANDAIL;Children;Mon;Ø;0;NSA;null;Pron;Main;Maintenance
LL1410;NIO1389;ANMAST ;Children;Mon ;sie;0;PP;Pron;Pron;Main;Maintenance
LL1411;NIO1390;ANMAST ;Children;Mon ;Sie;0;PP;Pron;Pron;Main;Maintenance
LL1412;NIO1391;ANMAST ;Children;Mon ;Max;0;EN;Name;NP;Main;Reintroduction
LL1413;NIO1392;ANMAST ;Children;Mon;Sie;0;PP;Pron;Pron;Main;Reintroduction
LL1414;NIO1393;ANMAST ;Children;Mon;Er;0;PP;Pron;Pron;Secondary;Maintenance
LL1415;NIO1394;ANMAST ;Children;Mon;Er;0;PP;Pron;Pron;Secondary;Maintenance
LL1416;NIO1395;ANMAST ;Children;Mon;Sie;0;PP;Pron;Pron;Main;Reintroduction
LL1417;NIO1396;ANMAST ;Children;Mon;Ø;0;NSA;null;Pron;Main;Maintenance
LL1418;NIO1397;ANSEAR;Children;Mon;Max bello und Tim;0;EN | EN | EN;Name;NP;Main;Maintenance
LL1419;NIO1398;ANSEAR;Children;Mon;Max;0;EN;Name;NP;Main;Reintroduction
